transaction_id,region,product_category,quantity,unit_price,discount_percent,transaction_date
TXN-11526,South,Apparel,2,376.43,22,2025-04-05
TXN-11527,North,Books,6,151.76,10,2025-05-19
TXN-11528,North,Fitness,13,116.81,20,2025-03-23
TXN-11529,South,Books,6,218.82,24,2025-05-19
TXN-11530,South,Apparel,15,385.31,5,2025-03-07
TXN-11531,South,Electronics,10,119.51,14,2025-05-16
TXN-10359,North,Fitness,8,45.04,20,2025-05-20
TXN-11533,West,Fitness,12,500.03,12,2025-05-07
TXN-11534,South,Apparel,18,128.95,18,2025-05-23
TXN-11535,East,Electronics,5,238.16,0,2025-03-10
TXN-11536,East,Home & Kitchen,-5,58.72,7,2025-03-23
TXN-11537,North,Fitness,17,441.73,8,2025-04-08
TXN-11538,South,Apparel,16,485.51,8,2025-05-10
TXN-11539,South,Groceries,6,99.69,14,2025-03-05
TXN-11540,West,Home & Kitchen,6,132.73,8,2025-03-24
TXN-11541,East,Fitness,12,196.36,5,2025-03-23
TXN-11542,North,Books,18,479.60,12,2025-05-24
TXN-11543,North,Apparel,18,335.36,23,2025-04-05
TXN-11544,South,Groceries,2,424.18,3,2025-04-20
TXN-11545,East,Books,9,355.55,22,2025-05-29
TXN-11546,West,Apparel,6,212.06,18,2025-04-01
TXN-11547,South,Apparel,16,504.39,20,2025-03-13
TXN-11548,East,Books,7,305.58,17,2025-05-23
TXN-11549,East,Groceries,5,298.44,16,2025-04-19
TXN-11550,West,Apparel,10,221.49,3,2025-05-03
TXN-11551,North,Electronics,14,227.92,19,2025-03-11
TXN-11552,South,Books,-1,35.59,5,2025-05-15
TXN-11553,East,Home & Kitchen,15,183.25,15,2025-05-22
TXN-11554,East,Apparel,13,126.42,6,2025-04-29
TXN-11555,North,Groceries,10,480.98,5,2025-04-26
TXN-11556,West,Fitness,12,163.95,25,2025-05-14
TXN-11557,South,Fitness,4,311.96,24,2025-04-04
TXN-11558,East,Fitness,8,20.34,26,2025-03-30
TXN-11559,West,Apparel,4,58.68,20,2025-04-20
TXN-11560,South,Electronics,13,400.02,3,2025-05-30
TXN-11561,West,Electronics,1,391.33,7,2025-05-28
TXN-11562,West,Groceries,18,173.33,4,2025-04-18
TXN-11563,East,Fitness,11,403.82,3,2025-05-06
TXN-11564,North,Fitness,10,327.15,17,2025-05-07
TXN-11565,South,Electronics,11,200.26,14,2025-04-08
TXN-11566,North,Groceries,17,235.41,11,2025-04-21
TXN-11567,South,Electronics,11,232.19,23,2025-05-31
TXN-11568,South,Groceries,3,7.91,4,2025-05-16
TXN-11569,North,Books,13,48.10,17,2025-04-02
TXN-11570,North,Books,7,191.16,0,2025-04-17
TXN-11571,West,Electronics,14,18.50,16,2025-04-19
TXN-11572,North,Groceries,4,313.28,1,2025-05-20
TXN-11573,South,Groceries,10,447.16,8,2025-05-26
TXN-11574,South,Electronics,11,401.97,12,2025-03-19
TXN-11575,East,Apparel,9,18.49,0,2025-04-26
TXN-11576,North,Groceries,17,475.72,20,2025-04-06
TXN-11577,South,Apparel,15,420.23,150,2025-03-17
TXN-11578,South,Apparel,2,274.35,12,2025-04-10
TXN-11579,North,Books,2,25.36,13,2025-05-24
TXN-11580,West,Electronics,8,474.15,5,2025-04-19
TXN-11581,East,Books,9,241.83,27,2025-03-26
TXN-11582,East,Home & Kitchen,6,41.33,7,2025-03-23
TXN-11583,East,Groceries,16,55.19,24,2025-04-19
TXN-11584,South,Groceries,3,488.98,5,2025-05-08
TXN-11585,West,Apparel,9,434.63,20,2025-05-24
TXN-11586,North,Electronics,18,458.32,18,2025-04-21
TXN-11587,West,Home & Kitchen,11,249.87,27,2025-03-21
TXN-11588,North,Groceries,1,32.28,28,2025-04-11
TXN-11589,East,Groceries,17,193.48,24,2025-03-19
TXN-11590,South,Electronics,7,194.45,15,2025-03-21
TXN-11591,East,Apparel,13,347.07,21,2025-03-15
TXN-11592,North,Fitness,-4,128.04,16,2025-05-03
TXN-11593,West,Home & Kitchen,3,116.52,12,2025-03-20
TXN-11594,West,Electronics,19,447.84,14,2025-03-22
TXN-11595,South,Electronics,4,77.78,27,2025-06-01
TXN-11596,East,Electronics,4,446.57,22,2025-04-27
TXN-11597,West,Groceries,11,288.43,23,2025-05-07
TXN-11598,East,Apparel,8,225.18,24,2025-05-14
TXN-11599,West,Groceries,15,210.70,10,2025-03-29
TXN-11600,West,Fitness,11,502.79,7,2025-04-27
TXN-11601,East,Books,2,113.31,20,2025-05-12
TXN-11602,West,Groceries,1,438.84,27,2025-05-24
TXN-11603,West,Apparel,8,296.03,17,2025-04-23
TXN-11604,North,Groceries,16,169.89,13,2025-05-05
TXN-11605,North,Apparel,11,458.76,21,2025-04-23
TXN-11606,North,Groceries,5,395.88,5,2025-03-17
TXN-11607,West,Books,9,360.38,7,2025-05-17
TXN-11608,East,Home & Kitchen,16,103.16,6,2025-05-01
TXN-11609,South,Fitness,7,190.70,14,2025-05-19
TXN-11610,North,Books,14,58.36,5,2025-04-28
TXN-10249,North,Home & Kitchen,11,67.50,30,2025-03-10
TXN-11612,South,Books,11,229.96,16,2025-05-18
TXN-11613,North,Electronics,18,289.81,22,2025-04-14
TXN-11614,North,Electronics,15,309.51,24,2025-04-30
TXN-11615,North,Electronics,4,144.18,4,2025-04-19
TXN-11616,East,Home & Kitchen,4,459.08,28,2025-05-20
TXN-11617,North,Apparel,6,223.63,26,2025-04-09
TXN-11618,East,Groceries,3,177.61,26,2025-03-24
TXN-11619,West,Books,6,446.38,28,2025-04-02
TXN-11620,South,Groceries,4,501.58,7,2025-04-03
TXN-11621,South,Fitness,14,359.65,20,2025-04-25
TXN-11622,West,Groceries,3,28.63,19,2025-04-27
TXN-11623,East,Apparel,10,231.23,11,2025-03-25
TXN-11624,North,Fitness,11,431.04,24,2025-05-09
TXN-11625,East,Home & Kitchen,3,36.43,21,2025-05-25
TXN-11626,East,Home & Kitchen,3,425.25,1,2025-03-04
TXN-11627,West,Apparel,4,11.19,18,2025-04-16
TXN-11628,East,Books,2,438.04,8,2025-03-23
TXN-11629,East,Books,15,106.60,18,2025-04-24
TXN-11630,West,Groceries,9,33.15,26,2025-04-15
TXN-11631,North,Groceries,9,174.66,21,2025-03-23
TXN-11632,East,Books,5,394.21,28,2025-04-29
TXN-11633,East,Apparel,16,93.36,12,2025-03-26
TXN-11634,South,Apparel,18,221.28,18,2025-03-05
TXN-11635,East,Groceries,20,230.42,8,2025-05-16
TXN-11636,West,Electronics,18,224.99,7,2025-04-27
TXN-11637,West,Apparel,16,462.50,19,2025-05-09
TXN-11638,East,Fitness,14,187.52,25,2025-05-18
TXN-11639,South,Electronics,8,29.30,2,2025-04-15
TXN-11640,North,Fitness,17,257.02,3,2025-04-12
TXN-11641,South,Groceries,-2,50.30,2,2025-05-29
TXN-11642,West,Fitness,8,411.90,16,2025-05-25
TXN-11643,South,Home & Kitchen,11,206.84,3,2025-05-26
TXN-11644,South,Books,17,386.78,15,2025-03-18
TXN-11645,West,Groceries,15,236.13,11,2025-03-20
TXN-11646,South,Groceries,14,132.41,14,2025-03-30
TXN-11647,South,Apparel,2,455.05,3,2025-04-09
TXN-11648,East,Apparel,8,255.98,20,2025-03-31
TXN-11649,South,Electronics,8,271.91,16,2025-03-20
TXN-11650,South,Apparel,14,71.60,25,2025-04-14
TXN-11651,East,Books,18,360.67,27,2025-04-14
TXN-11652,South,Apparel,7,486.38,27,2025-03-24
TXN-11653,South,Books,1,171.14,16,2025-05-12
TXN-11654,South,Apparel,10,88.62,12,2025-03-05
TXN-11655,East,Home & Kitchen,6,262.13,15,2025-03-19
TXN-11656,North,Books,13,30.17,11,2025-04-22
TXN-11657,South,Fitness,4,91.33,8,2025-03-10
TXN-11658,West,Books,1,212.65,8,2025-03-08
TXN-11659,South,Home & Kitchen,1,26.80,4,2025-05-27
TXN-11660,East,Electronics,3,458.41,23,2025-03-31
TXN-11661,East,Home & Kitchen,17,412.38,28,2025-04-19
TXN-11662,East,Electronics,10,413.95,28,2025-03-29
TXN-11663,West,Groceries,7,454.21,14,2025-05-26
TXN-11664,South,Home & Kitchen,13,393.88,16,2025-03-22
TXN-11665,North,Apparel,11,228.96,7,2025-04-19
TXN-11666,East,Books,8,164.49,3,2025-05-16
TXN-11667,East,Home & Kitchen,1,308.25,25,2025-05-27
TXN-11668,South,Apparel,14,155.95,4,2025-04-28
TXN-11669,South,Electronics,14,238.84,9,2025-05-12
TXN-11670,East,Fitness,10,411.05,28,2025-03-09
TXN-11671,South,Groceries,11,345.10,18,2025-05-25
TXN-11672,East,Fitness,2,483.61,6,2025-04-22
TXN-11673,West,Groceries,16,170.63,24,2025-05-11
TXN-11674,West,Apparel,-2,46.08,9,2025-04-24
TXN-11675,West,Apparel,6,16.88,11,2025-05-19
TXN-11676,West,Home & Kitchen,17,189.43,16,2025-05-10
TXN-11677,North,Home & Kitchen,18,256.02,22,2025-03-23
TXN-11678,East,Fitness,19,322.37,4,2025-04-29
TXN-11679,East,Books,19,96.49,1,2025-04-28
TXN-11680,East,Books,19,180.74,23,2025-05-12
TXN-11681,North,Groceries,16,258.37,14,2025-03-25
TXN-11682,West,Fitness,19,228.37,10,2025-04-15
TXN-11683,North,Apparel,17,433.77,15,2025-03-15
TXN-11684,North,Fitness,18,266.31,18,2025-04-11
TXN-11685,West,Books,6,373.02,20,2025-04-09
TXN-11686,North,Groceries,12,458.13,150,2025-03-12
TXN-11687,North,Home & Kitchen,14,215.08,11,2025-05-22
TXN-11688,South,Home & Kitchen,3,483.05,14,2025-03-19
TXN-11689,South,Books,18,193.64,29,2025-04-17
TXN-11690,East,Fitness,17,398.79,21,2025-03-11
TXN-11691,North,Groceries,12,163.09,13,2025-03-15
TXN-11692,South,Fitness,1,208.15,21,2025-03-20
TXN-11693,West,Groceries,7,477.83,6,2025-05-17
TXN-11694,West,Home & Kitchen,10,422.55,19,2025-03-29
TXN-11695,East,Home & Kitchen,14,257.27,24,2025-05-14
TXN-11696,East,Home & Kitchen,14,167.08,17,2025-04-02
TXN-11697,South,Books,20,19.61,27,2025-03-04
TXN-11698,East,Apparel,5,60.33,2,2025-03-11
TXN-11699,North,Home & Kitchen,20,133.35,22,2025-04-04
TXN-11700,North,Apparel,3,118.45,17,2025-04-24
TXN-11701,East,Books,10,387.27,5,2025-04-11
TXN-11702,East,Apparel,15,225.49,26,2025-05-23
TXN-11703,North,Fitness,3,165.99,24,2025-04-07
TXN-11704,West,Books,13,238.81,25,2025-03-14
TXN-11705,West,Apparel,5,222.01,12,2025-04-29
TXN-11706,West,Home & Kitchen,5,492.24,5,2025-04-06
TXN-11707,South,Fitness,16,41.27,26,2025-04-04
TXN-11708,West,Books,12,103.74,17,2025-03-20
TXN-11709,South,Electronics,5,205.69,6,2025-05-03
TXN-11710,South,Fitness,11,248.13,17,2025-05-01
TXN-11711,West,Groceries,12,228.43,18,2025-05-06
TXN-11712,North,Electronics,15,INVALID_PRICE,11,2025-05-27
TXN-11713,South,Fitness,5,93.74,8,2025-05-04
TXN-11714,West,Groceries,17,45.01,15,2025-05-23
TXN-11715,North,Apparel,12,321.65,23,2025-03-09
TXN-11716,West,Groceries,15,492.53,15,2025-04-19
TXN-11717,West,Electronics,17,480.78,13,2025-04-06
TXN-11718,South,Apparel,15,180.88,12,2025-05-12
TXN-11719,West,Apparel,15,32.47,3,2025-03-19
TXN-11720,North,Groceries,12,140.29,30,2025-03-06
TXN-11721,East,Home & Kitchen,12,396.63,20,2025-05-16
TXN-11722,North,Electronics,-5,280.21,19,2025-03-19
TXN-11723,East,Fitness,2,373.22,0,2025-05-18
TXN-11724,South,Books,9,227.39,2,2025-05-23
TXN-11725,East,Apparel,18,177.39,26,2025-05-03
TXN-11726,East,Books,5,53.57,7,2025-05-20
TXN-11727,North,Electronics,5,227.03,12,2025-03-13
TXN-11728,East,Apparel,18,168.71,14,2025-05-16
TXN-11729,West,Apparel,4,179.43,25,2025-05-04
TXN-11730,North,Home & Kitchen,2,319.54,16,2025-03-06
TXN-11731,West,Fitness,6,201.72,8,2099-12-31
TXN-11732,East,Fitness,12,108.78,25,2025-03-06
TXN-11733,West,Fitness,12,54.68,10,2025-05-19
TXN-11734,West,Books,4,339.30,27,2025-05-06
TXN-11735,East,Apparel,20,173.36,21,2025-05-28
TXN-11736,East,Groceries,4,110.36,27,2025-04-26
TXN-11737,South,Apparel,20,377.49,14,2025-04-09
TXN-11738,West,Books,1,409.71,29,2025-05-03
TXN-11739,East,Home & Kitchen,19,99.02,6,2025-05-31
TXN-11740,North,Books,5,470.58,8,2025-03-19
TXN-11741,South,Apparel,15,451.93,2,2025-04-07
TXN-11742,West,Electronics,11,65.29,2,2025-04-26
TXN-11743,West,Fitness,9,56.95,13,2025-05-14
TXN-11744,East,Fitness,10,430.11,5,2025-03-24
TXN-11745,North,Groceries,14,434.98,5,2025-05-18
TXN-11746,North,Groceries,8,177.05,14,2025-03-28
TXN-11747,North,Books,10,50.70,12,2025-03-13
TXN-11748,West,Fitness,8,47.31,6,2025-03-15
TXN-11749,North,Books,16,24.35,21,2025-03-27
TXN-11750,North,Fitness,1,489.68,23,2025-03-13
TXN-11751,East,Fitness,12,389.46,20,2099-12-31
TXN-11752,East,Fitness,20,433.31,27,2025-03-15
TXN-11753,East,Books,5,158.24,1,2025-04-26
TXN-11754,West,Groceries,4,477.85,15,2025-04-20
TXN-11088,South,Electronics,15,276.09,29,2025-05-26
TXN-11756,South,Groceries,3,284.63,11,2025-04-09
TXN-11757,East,Electronics,11,72.41,17,2025-03-26
TXN-11758,North,Groceries,7,74.05,1,2025-05-27
TXN-11759,North,Apparel,17,254.88,14,2025-05-14
TXN-11760,South,Home & Kitchen,1,299.24,10,2025-05-04
TXN-11761,East,Fitness,18,186.14,2,2025-05-04
TXN-11762,East,Apparel,13,13.01,8,2025-05-31
TXN-11763,South,Fitness,15,457.53,18,2025-03-30
TXN-11764,East,Electronics,2,436.65,19,2025-05-24
TXN-11765,North,Apparel,1,472.39,5,2025-04-17
TXN-11766,South,Electronics,9,79.29,19,2025-03-13
TXN-11767,West,Home & Kitchen,18,408.16,19,2025-03-16
TXN-11768,West,Apparel,5,297.90,16,2025-03-07
TXN-11769,North,Books,5,291.21,12,2025-03-07
TXN-11770,West,Home & Kitchen,16,258.01,10,2025-03-16
TXN-11771,West,Fitness,20,323.61,8,2025-04-03
TXN-11772,South,Home & Kitchen,13,399.42,20,2025-04-07
TXN-11773,East,Apparel,17,134.76,3,2025-05-18
TXN-11774,North,Electronics,2,225.46,22,2025-04-08
TXN-11775,East,Fitness,1,181.36,5,2025-05-18
TXN-11776,South,Electronics,2,257.73,29,2025-03-16
TXN-11777,West,Apparel,16,486.94,9,2025-03-09
TXN-11778,South,Fitness,17,296.61,1,2025-03-30
TXN-11779,South,Groceries,12,INVALID_PRICE,3,2025-04-20
TXN-11780,South,Fitness,2,72.56,23,2025-05-16
TXN-11781,North,Electronics,12,389.23,3,2025-03-30
TXN-11782,East,Books,5,59.24,21,2025-04-23
TXN-11783,West,Fitness,7,246.13,16,2025-05-14
TXN-11784,North,Fitness,18,417.51,13,2025-03-11
TXN-11785,North,Groceries,7,444.12,1,2025-04-26
TXN-11786,East,Books,8,179.96,24,2025-04-29
TXN-11787,South,Books,13,502.23,7,2025-05-19
TXN-11788,West,Groceries,11,284.17,2,2025-04-21
TXN-11789,South,Groceries,16,18.82,25,2025-04-08
TXN-11790,South,Groceries,10,131.84,7,2025-03-28
TXN-11791,North,Groceries,6,439.28,5,2025-04-01
TXN-11792,West,Groceries,18,207.29,20,2025-05-03
TXN-11793,East,Groceries,13,191.41,19,2025-04-15
TXN-11794,North,Books,15,180.65,23,2025-05-12
TXN-11795,South,Books,4,20.85,23,2025-03-22
TXN-11796,South,Home & Kitchen,10,93.16,17,2025-04-10
TXN-10051,West,Fitness,14,18.59,10,2025-05-17
TXN-11798,East,Home & Kitchen,15,214.61,0,2025-04-08
TXN-11799,North,Electronics,3,225.45,8,2025-05-22
TXN-11800,West,Electronics,3,428.49,15,2025-05-28
TXN-11801,North,Books,11,213.27,23,2025-03-12
TXN-11802,North,Fitness,14,222.11,6,2025-04-07
TXN-11803,North,Home & Kitchen,6,156.86,26,2025-06-01
TXN-11804,West,Electronics,14,23.13,20,2025-03-31
TXN-11805,East,Groceries,9,229.10,17,2025-04-28
TXN-11806,West,Books,5,128.77,23,2025-05-05
TXN-11807,North,Electronics,10,291.27,28,2025-04-30
TXN-11808,West,Fitness,15,39.32,27,2025-03-21
TXN-11809,South,Books,6,108.08,13,2025-04-15
TXN-11810,West,Home & Kitchen,15,323.80,25,2025-03-04
TXN-11811,West,Groceries,5,100.95,26,2025-04-04
TXN-11812,South,Fitness,15,405.84,19,2025-04-03
TXN-11813,North,Electronics,20,487.62,15,2025-04-28
TXN-11814,East,Books,12,72.19,16,2025-05-15
TXN-11815,East,Electronics,15,477.62,12,2025-04-25
TXN-11816,West,Home & Kitchen,1,295.21,19,2025-03-11
TXN-11817,East,Groceries,18,268.63,25,2025-03-26
TXN-11818,North,Books,5,297.83,3,2025-05-30
TXN-11819,South,Fitness,10,325.25,1,2025-03-05
TXN-11820,East,Electronics,4,297.47,26,2025-05-06
TXN-11821,South,Apparel,2,370.21,15,2025-05-31
TXN-11822,West,Apparel,1,311.54,10,2025-03-10
TXN-11823,North,Fitness,5,421.28,6,2025-04-17
TXN-11824,West,Books,3,128.38,4,2025-05-24
TXN-11825,East,Electronics,13,327.50,4,2025-05-31
TXN-11826,West,Books,14,190.61,19,2025-03-05
TXN-11827,East,Electronics,13,312.97,22,2025-03-20
TXN-11828,North,Fitness,6,179.60,28,2025-04-18
TXN-11829,West,Apparel,3,178.12,10,2025-05-25
TXN-11830,South,Fitness,4,101.24,13,2025-04-07
TXN-11831,East,Fitness,15,222.21,29,2025-04-05
TXN-11832,South,Electronics,12,215.14,11,2025-04-27
TXN-11833,East,Apparel,7,404.39,18,2025-05-06
TXN-11834,East,Books,7,285.52,22,2025-04-09
TXN-11835,West,Home & Kitchen,4,252.99,10,2025-04-26
TXN-11836,West,Books,12,53.87,27,2025-04-04
TXN-11837,East,Books,8,235.19,10,2025-04-09
TXN-11838,North,Groceries,12,137.08,3,2025-03-22
TXN-11839,West,Books,16,325.73,7,2025-05-30
TXN-11840,East,Apparel,12,240.10,10,2025-04-16
TXN-11841,East,Electronics,4,314.87,7,2025-03-29
TXN-11842,North,Electronics,7,158.65,13,2025-05-31
TXN-11843,East,Fitness,6,218.36,9,2025-03-07
TXN-11844,East,Books,2,128.23,25,2025-03-27
TXN-11845,South,Books,5,206.76,7,2025-03-10
TXN-11846,West,Apparel,1,295.14,22,2025-04-24
TXN-11847,South,Fitness,6,138.66,5,2025-04-22
TXN-11848,South,Home & Kitchen,12,425.73,2,2025-03-06
TXN-11849,South,Electronics,19,73.56,14,2025-03-18
TXN-11850,West,Groceries,7,385.88,27,2025-05-16
TXN-11851,South,Books,3,5.76,8,2025-03-13
TXN-11852,South,Books,15,444.28,17,2025-03-24
TXN-11853,West,Electronics,4,97.68,7,2025-04-22
TXN-11854,South,Books,14,13.09,14,2025-04-26
TXN-11855,West,Electronics,2,298.96,7,2025-03-11
TXN-11856,East,Apparel,11,308.76,28,2025-05-06
TXN-11857,North,Electronics,10,455.24,23,2025-04-14
TXN-11858,East,Apparel,13,37.30,2,2025-05-27
TXN-11859,East,Fitness,12,291.03,11,2025-04-28
TXN-11860,East,Home & Kitchen,15,249.71,4,2025-03-28
TXN-11861,East,Electronics,20,433.19,25,2025-03-08
TXN-11862,East,Apparel,17,203.35,4,2025-05-06
TXN-11863,North,Home & Kitchen,3,450.51,5,2025-03-28
TXN-11864,North,Books,12,197.03,13,2025-05-23
TXN-11865,North,Books,11,92.14,18,2025-04-07
TXN-11866,South,Apparel,16,220.31,8,2025-05-12
TXN-11867,South,Books,11,482.23,2,2025-04-02
TXN-11868,East,Apparel,5,250.08,18,2025-05-23
TXN-11869,East,Books,16,126.50,18,2025-04-13
TXN-11870,South,Groceries,9,95.28,6,2025-05-14
TXN-11871,South,Books,7,408.39,19,2025-05-05
TXN-11872,West,Apparel,7,305.73,5,2025-04-01
TXN-11873,West,Groceries,12,142.46,18,2025-04-23
TXN-11874,South,Fitness,20,407.14,11,2025-05-14
TXN-11875,South,Fitness,3,239.49,6,2025-05-23
TXN-11876,North,Fitness,12,76.51,19,2025-03-12
TXN-11877,North,Home & Kitchen,13,467.96,22,2025-03-29
TXN-11878,East,Books,12,38.48,12,2025-05-18
TXN-11879,North,Electronics,15,159.25,1,2025-04-12
TXN-11880,East,Electronics,16,500.82,9,2025-04-03
TXN-11881,South,Apparel,5,60.12,14,2025-04-05
TXN-11882,West,Apparel,7,500.81,13,2025-03-16
TXN-11883,North,Groceries,1,27.51,3,2025-03-09
TXN-11884,South,Groceries,2,458.36,2,2025-03-21
TXN-11885,East,Home & Kitchen,3,344.54,1,2025-03-27
TXN-11886,South,Apparel,8,97.86,9,2025-04-29
TXN-11887,South,Apparel,19,98.86,12,2025-04-20
TXN-11888,South,Fitness,1,50.10,10,2025-03-26
TXN-11889,West,Apparel,6,35.26,24,2025-05-10
TXN-11890,East,Fitness,19,224.08,8,2025-04-01
TXN-11891,South,Electronics,8,303.43,15,2025-05-25
TXN-11892,East,Apparel,4,137.34,1,2025-04-05
TXN-11893,North,Groceries,1,476.93,6,2025-05-20
TXN-11894,East,Groceries,3,427.25,18,2025-05-28
TXN-11895,South,Apparel,7,372.61,24,2025-05-12
TXN-11896,West,Home & Kitchen,16,163.70,27,2025-04-26
TXN-11897,North,Home & Kitchen,3,371.46,3,2025-04-29
TXN-11898,East,Books,10,163.44,8,2025-04-23
TXN-11899,South,Books,6,498.27,21,2025-05-01
TXN-11900,East,Fitness,7,271.68,17,2025-03-25
TXN-11901,North,Books,13,487.70,23,2025-05-25
TXN-11902,West,Electronics,12,460.04,9,2025-04-16
TXN-11903,West,Books,11,156.52,2,2025-03-18
TXN-11904,South,Groceries,15,198.82,16,2025-03-04
TXN-11905,South,Fitness,7,339.10,28,2025-03-22
TXN-11906,West,Fitness,13,230.10,1,2025-04-13
TXN-11907,East,Apparel,8,23.48,4,2025-04-02
TXN-11908,East,Books,6,165.97,12,2099-12-31
TXN-11909,North,Apparel,7,321.07,16,2025-05-22
TXN-11910,West,Groceries,13,439.38,13,2025-03-16
TXN-11911,South,Fitness,5,154.65,26,2025-04-09
TXN-11912,West,Groceries,11,233.13,6,2025-04-08
TXN-11913,East,Fitness,-3,353.71,9,2025-03-18
TXN-11914,North,Fitness,4,175.75,2,2025-04-11
TXN-11915,West,Electronics,10,21.09,20,2025-03-07
TXN-11916,East,Electronics,18,309.64,5,2025-05-31
TXN-11917,South,Fitness,13,321.68,4,2025-03-20
TXN-11918,East,Electronics,17,392.05,19,2025-04-18
TXN-11919,West,Groceries,3,177.17,27,2025-03-19
TXN-11920,South,Books,16,INVALID_PRICE,4,2025-05-08
TXN-11921,South,Books,-3,363.06,19,2025-03-14
TXN-11922,East,Apparel,1,229.52,12,2025-05-20
TXN-11923,North,Fitness,8,209.28,21,2025-04-24
TXN-11924,South,Books,20,366.43,3,2025-05-18
TXN-11925,North,Fitness,9,172.45,4,2025-05-03
TXN-11926,West,Fitness,9,393.33,27,2025-06-01
TXN-11927,West,Fitness,16,8.10,9,2025-04-27
TXN-11928,West,Fitness,14,368.03,16,2025-05-24
TXN-11929,South,Books,10,357.45,7,2025-05-30
TXN-11930,West,Electronics,16,8.17,13,2025-04-25
TXN-11931,North,Groceries,1,160.47,27,2025-05-23
TXN-11932,South,Home & Kitchen,19,371.42,26,2025-03-13
TXN-11933,East,Books,20,91.67,25,2025-03-17
TXN-11934,North,Groceries,17,452.61,11,2025-05-27
TXN-11935,East,Electronics,14,279.22,23,2025-05-26
TXN-11936,West,Fitness,17,337.06,27,2025-03-12
TXN-11937,East,Home & Kitchen,19,42.49,1,2025-04-15
TXN-11938,North,Apparel,12,151.88,1,2025-03-30
TXN-11939,South,Fitness,17,335.58,7,2025-03-05
TXN-11940,East,Electronics,6,160.34,19,2025-03-14
TXN-11941,South,Home & Kitchen,9,448.07,11,2025-04-19
TXN-11942,West,Electronics,12,170.62,10,2025-03-18
TXN-11943,South,Groceries,14,293.99,21,2025-04-02
TXN-11944,West,Groceries,9,8.01,19,2025-05-24
TXN-11945,East,Fitness,18,17.59,13,2025-05-07
TXN-11946,North,Fitness,14,396.71,7,2025-05-24
TXN-11947,West,Apparel,7,494.05,5,2025-05-29
TXN-11948,North,Fitness,6,113.30,25,2025-04-07
TXN-11949,South,Home & Kitchen,15,435.62,28,2025-04-15
TXN-11950,North,Fitness,16,30.38,29,2025-04-27
TXN-11951,North,Home & Kitchen,13,281.83,18,2025-03-12
TXN-11952,South,Apparel,18,34.06,25,2025-03-06
TXN-11953,South,Apparel,4,28.38,4,2025-03-08
TXN-11954,South,Fitness,13,16.70,13,2025-04-23
TXN-11955,West,Books,8,229.77,21,2025-04-19
TXN-11956,East,Home & Kitchen,12,INVALID_PRICE,8,2025-03-20
TXN-11957,West,Books,2,274.43,6,2025-03-04
TXN-11958,North,Books,12,280.10,3,2025-04-03
TXN-11959,South,Books,15,444.35,13,2025-03-31
TXN-11960,South,Home & Kitchen,2,164.60,29,2025-04-08
TXN-11961,South,Books,18,103.71,24,2025-05-05
TXN-11962,North,Books,13,111.08,13,2025-03-15
TXN-11963,West,Fitness,18,208.50,23,2025-03-24
TXN-11964,South,Electronics,4,488.83,8,2025-04-14
TXN-11965,South,Apparel,18,274.43,29,2025-03-17
TXN-11966,South,Apparel,10,34.03,12,2025-03-13
TXN-11967,South,Apparel,1,202.22,13,2025-05-08
TXN-11968,North,Electronics,5,92.70,29,2025-04-15
TXN-11969,East,Fitness,15,489.04,24,2025-03-19
TXN-11970,West,Fitness,2,343.18,3,2025-03-07
TXN-11971,South,Groceries,4,274.87,27,2025-03-20
TXN-11972,East,Books,9,458.97,10,2025-04-08
TXN-11973,East,Fitness,5,467.31,24,2025-05-31
TXN-11974,West,Home & Kitchen,13,307.77,3,2025-03-10
TXN-11975,North,Apparel,4,22.20,22,2025-03-12
TXN-11976,East,Home & Kitchen,17,481.57,12,2025-05-27
TXN-11977,West,Apparel,3,409.57,12,2025-04-05
TXN-11978,South,Apparel,12,375.54,8,2025-03-21
TXN-11979,East,Apparel,15,78.53,6,2025-03-29
TXN-11980,West,Apparel,18,481.14,7,2025-05-15
TXN-11981,East,Apparel,1,250.60,15,2025-03-23
TXN-11982,South,Apparel,7,406.57,13,2025-05-23
TXN-11983,West,Groceries,11,211.23,15,2025-03-04
TXN-11984,South,Fitness,4,100.52,13,2025-04-09
TXN-11985,South,Groceries,10,130.92,12,2025-03-15
TXN-11986,West,Books,12,149.47,16,2025-05-12
TXN-11987,North,Groceries,9,32.06,16,2025-03-24
TXN-11988,South,Books,17,371.08,9,2025-03-18
TXN-11989,North,Fitness,20,225.77,3,2025-05-11
TXN-10167,North,Home & Kitchen,14,8.58,9,2025-05-25
TXN-11991,West,Books,10,207.65,21,2025-05-27
TXN-11992,North,Electronics,18,270.36,9,2025-04-12
TXN-11993,East,Fitness,2,481.50,7,2025-04-26
TXN-11994,North,Fitness,14,212.71,3,2025-05-25
TXN-11995,West,Electronics,11,381.61,8,2099-12-31
TXN-11996,South,Groceries,2,101.31,1,2025-03-08
TXN-11997,North,Electronics,19,232.41,16,2025-05-02
TXN-11998,South,Apparel,16,340.51,29,2025-03-23
TXN-11999,East,Home & Kitchen,2,118.90,24,2025-04-24
TXN-12000,South,Groceries,12,421.92,14,2025-05-19
TXN-12001,North,Apparel,20,84.51,20,2025-03-26
TXN-12002,North,Apparel,18,445.33,6,2025-04-11
TXN-12003,West,Electronics,9,289.40,3,2025-05-15
