transaction_id,region,product_category,quantity,unit_price,discount_percent,transaction_date
TXN-10475,North,Books,5,INVALID_PRICE,30,2025-04-14
TXN-10476,West,Home & Kitchen,20,136.28,2,2025-04-15
TXN-10477,East,Electronics,19,289.37,19,2025-04-27
TXN-10478,North,Electronics,8,267.81,7,2025-04-06
TXN-10479,South,Books,6,67.53,29,2025-05-12
TXN-10480,West,Apparel,1,123.46,11,2025-05-12
TXN-10481,North,Fitness,14,401.78,6,2025-05-03
TXN-10482,East,Groceries,5,69.59,16,2025-03-18
TXN-10483,East,Home & Kitchen,6,131.48,22,2025-03-12
TXN-10484,East,Home & Kitchen,15,226.83,13,2025-04-28
TXN-10485,East,Home & Kitchen,7,446.08,6,2025-04-02
TXN-10486,West,Groceries,15,458.34,30,2025-04-13
TXN-10487,North,Fitness,5,81.83,18,2025-04-12
TXN-10488,East,Books,19,345.77,20,2025-05-23
TXN-10489,South,Electronics,12,409.50,8,2025-05-03
TXN-10490,West,Fitness,6,69.08,0,2025-05-20
TXN-10491,East,Electronics,4,186.77,6,2025-04-27
TXN-10492,North,Electronics,3,211.49,11,2025-04-07
TXN-10493,North,Electronics,1,428.93,29,2025-04-12
TXN-10494,East,Home & Kitchen,1,41.23,28,2025-05-28
TXN-10495,West,Fitness,4,470.85,2,2025-05-03
TXN-10496,West,Apparel,14,84.48,2,2025-03-17
TXN-10497,East,Fitness,17,163.60,12,2025-05-11
TXN-10498,East,Electronics,12,293.54,24,2025-05-20
TXN-10499,East,Home & Kitchen,15,INVALID_PRICE,17,2025-03-11
TXN-10500,East,Groceries,5,253.39,29,2025-05-22
TXN-10501,West,Electronics,11,55.76,25,2025-05-06
TXN-10502,West,Fitness,7,239.82,12,2025-05-06
TXN-10503,North,Electronics,2,99.33,25,2025-04-11
TXN-10504,South,Home & Kitchen,15,38.46,29,2025-05-03
TXN-10505,West,Electronics,13,216.05,15,2025-03-14
TXN-10506,North,Books,7,8.11,13,2025-05-05
TXN-10507,South,Apparel,9,133.10,3,2025-04-17
TXN-10508,West,Electronics,5,321.81,22,2025-03-09
TXN-10509,South,Apparel,18,222.99,17,2025-05-28
TXN-10510,North,Home & Kitchen,20,316.47,16,2025-03-18
TXN-10511,South,Fitness,1,217.09,18,2025-04-23
TXN-10512,East,Home & Kitchen,10,494.02,29,2025-05-01
TXN-10513,West,Books,2,298.34,12,2025-05-27
TXN-10514,West,Groceries,9,203.14,6,2025-03-05
TXN-10515,North,Fitness,11,41.75,11,2025-05-24
TXN-10516,West,Groceries,17,427.13,1,2025-05-11
TXN-10517,East,Fitness,3,499.89,6,2025-05-02
TXN-10518,North,Electronics,5,355.32,25,2025-04-26
TXN-10519,East,Home & Kitchen,8,344.91,9,2025-04-04
TXN-10520,West,Groceries,20,56.02,1,2025-03-23
TXN-10521,North,Electronics,7,362.91,6,2025-04-18
TXN-10522,South,Groceries,12,372.57,12,2025-03-08
TXN-10523,South,Groceries,8,96.43,19,2025-03-25
TXN-10524,North,Groceries,4,401.81,17,2025-05-07
TXN-10525,East,Groceries,6,106.25,13,2025-05-03
TXN-10526,West,Books,12,83.95,0,2025-04-29
TXN-10527,North,Books,1,190.63,2,2025-03-29
TXN-10528,North,Groceries,2,478.64,2,2025-04-01
TXN-10529,East,Groceries,9,INVALID_PRICE,25,2025-04-22
TXN-10530,East,Fitness,12,327.11,26,2025-03-11
TXN-10531,South,Fitness,11,INVALID_PRICE,13,2025-05-06
TXN-10532,East,Home & Kitchen,17,229.96,18,2025-03-19
TXN-10533,North,Fitness,12,91.39,16,2025-04-08
TXN-10534,East,Books,12,101.35,13,2025-05-03
TXN-10535,East,Electronics,17,77.99,11,2025-05-21
TXN-10536,West,Electronics,13,285.65,2,2025-05-14
TXN-10537,East,Apparel,3,37.64,29,2025-03-23
TXN-10538,West,Books,11,412.53,14,2025-05-07
TXN-10539,North,Electronics,1,187.54,28,2025-04-21
TXN-10540,South,Groceries,14,329.05,28,2025-05-04
TXN-10541,South,Groceries,7,55.96,24,2025-04-26
TXN-10542,North,Books,11,379.82,4,2025-06-01
TXN-10543,North,Electronics,17,282.05,7,2025-04-11
TXN-10544,West,Electronics,-2,239.00,0,2025-03-15
TXN-10545,East,Electronics,20,90.81,3,2025-03-08
TXN-10546,South,Books,13,29.58,24,2025-04-26
TXN-10547,West,Home & Kitchen,12,363.74,20,2025-05-26
TXN-10548,South,Fitness,16,108.50,26,2025-05-17
TXN-10549,East,Books,17,381.72,27,2025-04-06
TXN-10550,West,Electronics,2,INVALID_PRICE,15,2025-05-26
TXN-10551,East,Electronics,9,426.86,10,2025-05-21
TXN-10552,East,Groceries,2,16.03,27,2025-03-30
TXN-10553,West,Electronics,15,319.41,26,2025-03-23
TXN-10554,North,Books,18,185.74,15,2025-04-05
TXN-10555,East,Groceries,3,324.90,29,2025-04-04
TXN-10556,North,Electronics,10,21.07,5,2025-05-28
TXN-10557,North,Books,8,277.94,1,2025-05-22
TXN-10558,West,Groceries,13,421.67,8,2025-04-25
TXN-10559,West,Home & Kitchen,5,78.09,22,2025-04-25
TXN-10560,North,Electronics,8,273.00,9,2025-05-17
TXN-10561,North,Home & Kitchen,16,187.08,20,2025-05-23
TXN-10562,West,Electronics,19,233.66,11,2025-05-18
TXN-10563,West,Books,11,46.27,6,2025-05-18
TXN-10564,West,Fitness,10,243.61,8,2025-04-27
TXN-10565,East,Books,9,353.96,12,2025-03-14
TXN-10566,East,Books,5,329.68,21,2025-03-30
TXN-10567,North,Electronics,9,359.56,22,2025-04-14
TXN-10568,East,Apparel,7,441.34,3,2025-05-07
TXN-10569,North,Home & Kitchen,18,34.84,12,2025-05-11
TXN-10570,North,Fitness,5,43.43,19,2025-04-19
TXN-10571,South,Fitness,5,425.47,8,2025-05-02
TXN-10572,West,Apparel,17,250.66,24,2025-04-30
TXN-10573,South,Apparel,18,69.50,23,2025-04-27
TXN-10574,South,Fitness,6,163.67,2,2025-04-16
TXN-10575,East,Fitness,10,84.67,23,2025-04-08
TXN-10576,East,Groceries,8,21.31,29,2025-04-16
TXN-10577,North,Electronics,6,106.14,0,2025-03-19
TXN-10578,East,Fitness,1,294.64,9,2025-03-11
TXN-10579,West,Groceries,7,157.98,21,2025-03-24
TXN-10580,South,Groceries,20,228.05,11,2025-05-14
TXN-10581,North,Apparel,16,68.12,29,2025-05-04
TXN-10582,North,Groceries,15,95.71,4,2025-04-02
TXN-10583,East,Books,3,113.22,0,2025-05-01
TXN-10584,South,Groceries,16,70.85,3,2025-03-20
TXN-10585,South,Groceries,8,157.13,28,2025-03-23
TXN-10586,East,Electronics,7,60.38,0,2025-03-12
TXN-10587,East,Electronics,5,185.11,10,2025-03-11
TXN-10588,South,Fitness,14,33.56,29,2025-03-08
TXN-10589,West,Books,13,46.98,28,2025-03-14
TXN-10590,South,Home & Kitchen,19,268.51,23,2025-04-06
TXN-10591,West,Fitness,14,22.03,24,2025-05-28
TXN-10592,East,Home & Kitchen,18,18.35,21,2025-03-18
TXN-10593,South,Home & Kitchen,13,312.61,23,2025-03-18
TXN-10394,West,Electronics,4,230.44,20,2025-06-01
TXN-10595,East,Groceries,8,458.86,29,2025-03-19
TXN-10596,South,Books,4,47.26,19,2025-05-09
TXN-10597,East,Electronics,3,324.39,17,2025-05-11
TXN-10598,West,Fitness,4,319.02,10,2025-05-15
TXN-10599,South,Apparel,11,380.88,9,2025-05-07
TXN-10600,North,Books,6,112.39,18,2025-05-09
TXN-10601,West,Home & Kitchen,10,444.35,18,2025-03-13
TXN-10602,North,Groceries,15,261.31,21,2025-03-18
TXN-10603,North,Apparel,12,198.15,2,2025-04-07
TXN-10604,East,Books,11,471.18,11,2025-04-17
TXN-10605,West,Books,3,INVALID_PRICE,10,2025-03-13
TXN-10606,West,Books,17,322.80,23,2025-03-11
TXN-10607,East,Home & Kitchen,4,171.50,6,2025-05-11
TXN-10608,North,Home & Kitchen,11,436.99,18,2025-03-04
TXN-10609,North,Books,2,438.71,16,2025-03-21
TXN-10610,East,Home & Kitchen,10,220.77,16,2025-03-08
TXN-10611,South,Groceries,13,94.74,10,2025-05-14
TXN-10612,West,Electronics,5,100.74,24,2025-05-25
TXN-10613,East,Books,11,364.59,13,2025-05-09
TXN-10614,North,Fitness,20,372.81,10,2025-03-20
TXN-10615,West,Home & Kitchen,10,250.78,17,2025-05-01
TXN-10616,North,Fitness,6,432.44,14,2025-03-18
TXN-10256,North,Apparel,5,267.35,8,2025-04-16
TXN-10618,South,Home & Kitchen,1,235.48,3,2025-05-12
TXN-10619,North,Fitness,7,137.35,4,2025-05-01
TXN-10620,North,Fitness,7,236.53,18,2025-04-30
TXN-10621,South,Apparel,9,503.75,16,2025-04-13
TXN-10622,North,Books,16,80.43,2,2025-04-27
TXN-10623,South,Home & Kitchen,20,56.18,4,2025-04-29
TXN-10624,East,Books,18,330.80,27,2025-05-03
TXN-10625,West,Home & Kitchen,3,285.60,14,2025-03-12
TXN-10626,North,Groceries,20,300.49,9,2025-03-31
TXN-10627,South,Home & Kitchen,1,218.46,7,2025-04-04
TXN-10628,South,Books,15,303.34,14,2025-06-01
TXN-10629,South,Groceries,19,264.59,28,2025-05-10
TXN-10630,South,Apparel,19,274.40,1,2025-04-01
TXN-10631,North,Groceries,7,194.35,2,2025-03-12
TXN-10632,South,Apparel,13,140.03,11,2025-05-03
TXN-10633,West,Books,1,233.29,19,2025-04-01
TXN-10634,South,Groceries,2,402.42,21,2025-03-29
TXN-10635,South,Books,5,85.03,0,2025-03-28
TXN-10636,West,Apparel,19,147.94,17,2025-05-05
TXN-10637,East,Home & Kitchen,15,212.80,4,2025-05-23
TXN-10638,East,Electronics,5,479.15,8,2025-04-04
TXN-10639,West,Home & Kitchen,20,455.67,10,2025-04-03
TXN-10640,North,Fitness,7,87.08,7,2025-04-04
TXN-10641,East,Fitness,10,390.34,6,2025-03-18
TXN-10220,North,Fitness,10,238.72,17,2025-04-11
TXN-10643,East,Fitness,-5,259.26,29,2025-04-06
TXN-10644,West,Groceries,7,206.02,23,2025-03-06
TXN-10645,South,Home & Kitchen,17,187.22,11,2025-04-19
TXN-10646,South,Electronics,17,227.03,12,2025-04-27
TXN-10647,North,Home & Kitchen,10,88.79,5,2025-05-17
TXN-10648,South,Books,16,191.63,28,2025-05-18
TXN-10649,West,Groceries,11,9.11,4,2025-05-25
TXN-10650,South,Groceries,18,25.03,9,2025-04-22
TXN-10651,North,Fitness,16,382.75,4,2025-04-29
TXN-10652,North,Fitness,11,425.43,4,2025-03-08
TXN-10653,North,Groceries,12,154.21,11,2025-05-24
TXN-10654,East,Apparel,1,66.55,14,2025-05-26
TXN-10655,South,Groceries,6,101.19,18,2025-04-18
TXN-10656,South,Apparel,9,47.53,4,2025-05-01
TXN-10657,West,Apparel,18,311.16,16,2025-04-28
TXN-10658,North,Apparel,12,337.64,16,2025-03-30
TXN-10659,East,Books,12,279.63,8,2025-05-19
TXN-10660,South,Electronics,2,405.24,5,2025-03-18
TXN-10661,South,Books,2,123.53,9,2025-05-06
TXN-10662,North,Apparel,4,71.68,29,2025-05-22
TXN-10663,North,Home & Kitchen,18,233.10,23,2025-04-14
TXN-10664,North,Books,14,464.03,26,2099-12-31
TXN-10665,South,Fitness,19,470.10,15,2025-03-06
TXN-10666,East,Groceries,7,162.92,19,2025-03-04
TXN-10667,West,Groceries,17,27.24,23,2025-05-02
TXN-10668,South,Books,-2,242.49,25,2025-05-23
TXN-10669,North,Home & Kitchen,1,160.92,5,2025-05-01
TXN-10670,North,Home & Kitchen,9,179.23,29,2025-05-25
TXN-10671,South,Books,2,330.79,26,2025-05-11
TXN-10672,South,Books,8,395.00,11,2099-12-31
TXN-10673,East,Apparel,6,185.03,4,2025-04-28
TXN-10674,West,Apparel,5,328.96,16,2025-03-12
TXN-10675,North,Groceries,15,141.57,13,2025-05-06
TXN-10676,South,Books,5,445.82,19,2025-05-22
TXN-10677,East,Groceries,19,62.87,0,2025-04-01
TXN-10678,East,Home & Kitchen,8,166.25,8,2025-04-27
TXN-10679,South,Apparel,20,242.52,25,2025-04-05
TXN-10680,East,Fitness,7,95.97,1,2025-03-05
TXN-10681,East,Fitness,15,177.61,26,2025-05-03
TXN-10682,North,Home & Kitchen,14,39.83,13,2025-04-08
TXN-10683,East,Apparel,10,304.19,29,2025-05-11
TXN-10684,West,Home & Kitchen,17,214.98,7,2025-03-16
TXN-10685,South,Apparel,6,299.72,1,2025-05-28
TXN-10686,North,Fitness,12,218.12,20,2025-04-23
TXN-10687,West,Groceries,19,44.84,8,2025-03-20
TXN-10688,West,Books,11,306.34,19,2025-05-31
TXN-10689,West,Books,17,225.24,4,2025-05-09
TXN-10690,South,Apparel,9,96.74,6,2025-05-20
TXN-10691,West,Home & Kitchen,9,274.14,17,2025-03-17
TXN-10692,South,Electronics,14,101.37,1,2025-03-10
TXN-10693,North,Fitness,2,396.08,25,2025-04-27
TXN-10694,East,Groceries,7,165.38,30,2025-03-10
TXN-10695,West,Apparel,7,493.24,1,2025-03-15
TXN-10696,South,Home & Kitchen,2,63.76,9,2025-04-13
TXN-10697,North,Electronics,8,11.21,24,2025-03-08
TXN-10698,East,Groceries,15,INVALID_PRICE,14,2025-04-30
TXN-10699,North,Home & Kitchen,8,246.87,12,2025-04-07
TXN-10700,South,Apparel,6,231.23,3,2025-05-17
TXN-10701,South,Books,10,440.56,2,2025-03-26
TXN-10702,North,Fitness,8,255.32,9,2025-05-15
TXN-10703,East,Home & Kitchen,8,469.60,22,2025-03-23
TXN-10704,West,Books,13,222.41,25,2025-03-12
TXN-10705,North,Home & Kitchen,12,144.90,17,2025-03-08
TXN-10706,South,Electronics,11,314.90,19,2025-04-23
TXN-10707,East,Home & Kitchen,18,396.97,22,2025-05-02
TXN-10708,South,Apparel,6,262.17,4,2025-03-22
TXN-10709,North,Groceries,1,315.37,18,2025-04-21
TXN-10710,East,Fitness,16,142.04,13,2025-03-26
TXN-10508,East,Groceries,10,266.60,16,2025-05-27
TXN-10712,South,Groceries,20,201.73,29,2025-03-21
TXN-10713,West,Home & Kitchen,3,185.87,28,2025-04-02
TXN-10714,West,Apparel,12,36.26,5,2025-04-28
TXN-10715,West,Electronics,12,200.45,19,2025-05-09
TXN-10716,North,Home & Kitchen,11,398.16,6,2025-04-19
TXN-10717,South,Home & Kitchen,3,337.66,16,2025-03-11
TXN-10718,West,Fitness,19,344.98,24,2025-05-03
TXN-10719,West,Books,1,237.30,3,2025-05-24
TXN-10720,North,Fitness,2,132.99,8,2025-04-02
TXN-10721,North,Electronics,11,342.28,28,2025-04-10
TXN-10722,West,Groceries,6,422.76,28,2025-04-02
TXN-10723,East,Books,13,214.43,15,2025-04-25
TXN-10724,West,Home & Kitchen,3,12.13,2,2025-03-31
TXN-10725,South,Home & Kitchen,7,325.63,17,2025-05-05
TXN-10726,East,Groceries,12,286.84,17,2025-04-12
TXN-10727,South,Books,8,70.72,11,2025-04-23
TXN-10728,North,Groceries,19,14.41,8,2025-04-05
TXN-10729,East,Electronics,13,236.25,20,2025-04-29
TXN-10730,South,Electronics,11,172.80,11,2025-05-30
TXN-10731,East,Electronics,6,50.83,0,2025-04-10
TXN-10732,East,Fitness,5,387.98,15,2025-06-01
TXN-10733,South,Electronics,10,493.68,21,2025-05-03
TXN-10734,South,Groceries,4,472.96,8,2025-05-10
TXN-10735,North,Books,12,439.99,29,2025-03-11
TXN-10736,East,Books,2,252.61,24,2025-05-13
TXN-10737,East,Groceries,15,309.50,29,2025-04-09
TXN-10738,North,Fitness,11,298.91,12,2025-03-05
TXN-10739,South,Fitness,18,457.40,6,2025-05-28
TXN-10740,East,Fitness,9,203.80,3,2025-05-11
TXN-10741,South,Fitness,11,98.22,7,2025-05-25
TXN-10742,South,Fitness,2,164.89,1,2025-03-05
TXN-10743,West,Apparel,13,98.45,6,2025-05-21
TXN-10744,East,Groceries,1,87.31,5,2025-05-20
TXN-10745,North,Fitness,8,341.04,7,2025-05-30
TXN-10746,West,Apparel,17,274.89,15,2025-03-06
TXN-10747,North,Groceries,10,20.83,7,2025-03-29
TXN-10748,West,Electronics,2,264.59,9,2025-05-17
TXN-10749,South,Apparel,13,462.24,19,2099-12-31
TXN-10750,North,Home & Kitchen,12,235.02,24,2025-05-08
TXN-10751,North,Fitness,3,81.70,16,2025-03-11
TXN-10750,East,Apparel,9,51.65,4,2025-03-28
TXN-10753,West,Electronics,10,219.19,18,2025-03-13
TXN-10754,North,Apparel,9,413.89,17,2025-03-09
TXN-10755,East,Books,20,476.49,16,2025-04-16
TXN-10756,East,Fitness,5,65.13,10,2025-04-11
TXN-10757,South,Fitness,10,475.28,16,2025-05-22
TXN-10758,North,Home & Kitchen,8,309.76,1,2025-04-19
TXN-10759,South,Electronics,5,435.75,1,2025-04-21
TXN-10760,West,Apparel,10,235.10,25,2025-05-20
TXN-10761,South,Fitness,13,394.15,16,2025-03-08
TXN-10762,East,Books,8,207.11,18,2025-04-06
TXN-10763,East,Books,3,455.26,27,2025-03-24
TXN-10764,North,Books,9,93.03,15,2025-04-20
TXN-10765,West,Fitness,12,273.45,26,2025-05-28
TXN-10766,East,Apparel,17,210.18,2,2025-03-16
TXN-10767,South,Groceries,6,220.17,27,2025-04-24
TXN-10768,East,Apparel,4,20.97,8,2025-03-25
TXN-10769,South,Groceries,7,457.87,6,2025-04-21
TXN-10770,North,Home & Kitchen,4,206.69,14,2025-04-30
TXN-10771,South,Books,20,413.60,19,2025-04-17
TXN-10772,North,Fitness,13,321.03,15,2025-04-27
TXN-10773,West,Groceries,8,491.50,9,2025-04-27
TXN-10774,East,Groceries,12,31.92,20,2025-04-24
TXN-10775,West,Books,5,176.92,30,2025-05-22
TXN-10776,South,Electronics,13,164.25,17,2025-03-20
TXN-10777,South,Electronics,2,414.91,10,2025-03-16
TXN-10778,North,Fitness,19,478.41,27,2025-04-10
TXN-10779,North,Home & Kitchen,3,186.19,3,2025-05-17
TXN-10780,West,Electronics,11,348.18,2,2025-03-23
TXN-10781,South,Groceries,18,150.77,26,2025-03-15
TXN-10782,South,Fitness,7,461.67,26,2025-05-02
TXN-10783,South,Books,18,490.06,22,2025-04-04
TXN-10784,North,Groceries,8,245.88,27,2025-04-27
TXN-10785,West,Groceries,13,110.65,25,2025-03-20
TXN-10786,North,Books,12,410.24,28,2025-04-29
TXN-10787,North,Fitness,1,317.59,10,2025-03-06
TXN-10394,North,Apparel,1,180.07,2,2025-04-27
TXN-10789,North,Books,20,270.44,19,2025-05-22
TXN-10790,South,Home & Kitchen,7,328.72,1,2025-03-27
TXN-10791,West,Electronics,15,425.68,23,2025-05-02
TXN-10792,South,Fitness,8,202.13,2,2025-03-28
TXN-10793,West,Groceries,9,451.52,3,2025-03-26
TXN-10794,North,Electronics,6,99.81,6,2025-04-26
TXN-10795,East,Books,15,207.40,16,2025-03-12
TXN-10796,West,Books,15,21.80,21,2025-03-22
TXN-10797,West,Home & Kitchen,2,273.50,8,2025-04-18
TXN-10798,East,Home & Kitchen,15,237.16,28,2025-03-24
TXN-10799,North,Fitness,3,121.09,19,2025-03-21
TXN-10800,East,Apparel,1,94.79,5,2025-04-09
TXN-10801,West,Books,8,469.53,7,2025-05-15
TXN-10802,North,Groceries,16,221.84,28,2025-05-12
TXN-10803,North,Groceries,12,334.76,6,2025-03-15
TXN-10804,East,Home & Kitchen,10,30.59,18,2025-04-20
TXN-10805,North,Books,9,408.58,1,2025-05-22
TXN-10806,East,Home & Kitchen,15,268.82,15,2025-05-29
TXN-10807,North,Fitness,17,64.62,15,2025-03-05
TXN-10355,South,Fitness,5,372.21,16,2025-04-16
TXN-10809,North,Home & Kitchen,20,145.07,12,2025-05-30
TXN-10810,South,Groceries,6,341.31,20,2025-05-07
TXN-10811,North,Apparel,3,495.89,19,2025-05-14
TXN-10812,East,Fitness,7,26.78,30,2025-05-04
TXN-10813,South,Electronics,7,183.09,23,2025-04-15
TXN-10814,East,Electronics,13,264.55,8,2025-03-06
TXN-10815,East,Books,8,269.58,4,2025-03-12
TXN-10816,East,Groceries,8,84.74,22,2025-04-03
TXN-10817,West,Fitness,12,317.79,7,2025-04-23
TXN-10818,North,Fitness,4,47.88,3,2025-05-31
TXN-10819,South,Electronics,2,143.86,9,2025-04-05
TXN-10820,West,Home & Kitchen,5,234.68,7,2025-03-04
TXN-10821,North,Electronics,15,171.47,8,2025-03-16
TXN-10822,East,Home & Kitchen,3,217.39,17,2025-05-12
TXN-10823,East,Home & Kitchen,2,453.10,28,2025-03-25
TXN-10824,North,Fitness,2,156.18,2,2025-05-21
TXN-10825,North,Apparel,9,201.72,18,2025-03-04
TXN-10826,North,Fitness,19,385.66,1,2025-03-06
TXN-10827,East,Electronics,13,37.43,27,2025-05-04
TXN-10828,North,Electronics,13,396.03,29,2025-05-18
TXN-10829,South,Apparel,5,300.61,18,2025-03-24
TXN-10830,East,Home & Kitchen,4,27.15,14,2025-05-15
TXN-10831,South,Groceries,1,299.77,24,2025-05-12
TXN-10832,South,Home & Kitchen,2,481.98,13,2025-04-12
TXN-10833,North,Electronics,8,502.31,18,2025-04-06
TXN-10834,West,Home & Kitchen,1,439.78,13,2025-04-01
TXN-10835,East,Books,17,494.51,29,2025-04-27
TXN-10836,West,Apparel,3,168.83,22,2025-03-12
TXN-10837,West,Groceries,5,390.44,7,2025-04-18
TXN-10838,South,Groceries,3,421.38,25,2025-04-01
TXN-10839,West,Apparel,5,178.46,5,2025-04-22
TXN-10840,West,Home & Kitchen,12,234.94,12,2025-03-14
TXN-10841,West,Electronics,-5,377.86,28,2025-05-30
TXN-10842,South,Books,1,251.20,7,2025-03-18
TXN-10843,West,Groceries,15,338.88,150,2025-03-23
TXN-10844,East,Home & Kitchen,7,318.10,29,2025-03-21
TXN-10845,North,Apparel,3,239.83,10,2025-05-14
TXN-10846,South,Apparel,12,329.36,17,2025-05-17
TXN-10847,North,Books,4,382.54,3,2025-03-24
TXN-10848,North,Electronics,18,490.46,11,2025-03-09
TXN-10849,South,Apparel,4,89.32,16,2025-03-31
TXN-10850,East,Groceries,7,451.69,20,2025-04-07
TXN-10851,East,Fitness,15,206.40,10,2025-05-25
TXN-10811,East,Groceries,9,375.74,5,2025-04-08
TXN-10853,North,Fitness,-3,148.19,10,2025-05-21
TXN-10854,East,Apparel,18,259.08,1,2025-04-07
TXN-10855,East,Apparel,13,183.15,25,2025-05-24
TXN-10856,West,Apparel,6,191.56,9,2025-05-15
TXN-10857,West,Electronics,9,233.22,2,2025-03-15
TXN-10858,East,Fitness,18,133.33,9,2025-03-24
TXN-10859,West,Apparel,15,73.58,1,2025-05-18
TXN-10860,North,Home & Kitchen,15,22.50,5,2025-04-24
TXN-10861,West,Fitness,10,111.84,12,2025-04-19
TXN-10862,North,Books,8,486.29,19,2025-05-08
TXN-10863,West,Fitness,13,148.99,19,2025-05-10
TXN-10864,West,Books,18,476.51,26,2025-05-16
TXN-10865,East,Electronics,6,211.82,2,2025-03-20
TXN-10866,North,Fitness,5,461.28,28,2025-05-13
TXN-10867,East,Groceries,17,363.44,1,2099-12-31
TXN-10868,South,Home & Kitchen,1,90.83,23,2025-04-17
TXN-10869,West,Books,14,445.40,22,2025-04-25
TXN-10870,South,Books,4,159.47,27,2025-03-08
TXN-10871,East,Fitness,12,457.27,15,2025-04-12
TXN-10872,North,Electronics,15,481.72,27,2025-04-02
TXN-10873,South,Electronics,4,502.55,20,2025-03-26
TXN-10874,West,Groceries,9,454.24,23,2025-03-30
TXN-10875,East,Home & Kitchen,1,323.71,2,2025-03-05
TXN-10876,South,Apparel,9,74.28,16,2025-04-16
TXN-10877,East,Home & Kitchen,3,235.74,2,2025-04-15
TXN-10878,West,Home & Kitchen,3,415.71,11,2025-03-12
TXN-10879,West,Groceries,7,225.49,22,2025-03-26
TXN-10880,South,Fitness,16,473.49,16,2025-04-23
TXN-10881,South,Home & Kitchen,8,124.35,13,2025-05-05
TXN-10882,North,Home & Kitchen,19,146.04,25,2025-05-26
TXN-10883,West,Groceries,5,120.15,25,2025-05-31
TXN-10884,North,Fitness,13,226.06,8,2025-05-13
TXN-10885,North,Groceries,19,33.94,9,2025-05-01
TXN-10886,North,Electronics,17,248.24,1,2025-03-15
TXN-10887,East,Groceries,9,304.87,6,2025-04-05
TXN-10888,East,Groceries,3,252.46,14,2025-05-02
TXN-10889,East,Groceries,14,10.77,6,2025-04-12
TXN-10890,West,Electronics,20,477.42,10,2025-04-24
TXN-10891,North,Electronics,15,320.37,28,2025-05-07
TXN-10892,West,Electronics,15,334.50,22,2025-04-11
TXN-10893,North,Fitness,15,10.64,6,2025-04-11
TXN-10305,South,Home & Kitchen,13,13.89,23,2025-04-13
TXN-10407,East,Groceries,4,263.16,24,2025-03-06
TXN-10896,West,Fitness,8,253.38,25,2025-05-10
TXN-10897,South,Home & Kitchen,16,418.81,25,2025-05-03
TXN-10898,East,Fitness,16,195.35,22,2025-05-14
TXN-10899,North,Books,10,28.11,18,2025-03-22
TXN-10900,South,Electronics,10,403.83,11,2025-03-30
TXN-10901,North,Apparel,9,169.55,9,2025-05-01
TXN-10902,South,Home & Kitchen,2,498.97,24,2025-05-17
TXN-10903,South,Groceries,20,277.69,20,2025-03-24
TXN-10904,South,Fitness,7,400.26,10,2025-05-25
TXN-10905,East,Groceries,11,390.72,26,2025-03-21
TXN-10906,West,Home & Kitchen,12,219.99,23,2025-05-27
TXN-10907,South,Groceries,17,237.74,4,2025-04-25
TXN-10908,North,Books,2,61.51,6,2025-04-07
TXN-10909,East,Apparel,13,283.02,1,2025-04-16
TXN-10910,South,Electronics,12,243.46,12,2025-03-10
TXN-10911,South,Fitness,13,239.96,17,2025-03-17
TXN-10912,West,Fitness,16,326.76,13,2025-03-22
TXN-10913,North,Groceries,9,491.43,9,2025-03-08
TXN-10914,East,Groceries,13,9.38,8,2025-03-19
TXN-10915,North,Groceries,15,435.58,15,2025-04-28
TXN-10916,East,Home & Kitchen,10,415.26,17,2025-05-05
TXN-10917,West,Groceries,5,338.33,17,2025-03-16
TXN-10918,East,Electronics,9,110.25,28,2025-03-11
TXN-10919,South,Books,10,79.65,5,2025-03-16
TXN-10920,South,Fitness,19,423.98,12,2025-03-25
TXN-10921,North,Groceries,15,48.79,8,2025-03-17
TXN-10922,East,Apparel,6,296.52,27,2025-04-26
TXN-10923,East,Home & Kitchen,17,105.88,20,2025-05-08
TXN-10924,West,Electronics,4,393.39,16,2025-03-21
TXN-10925,West,Books,13,81.14,26,2025-03-08
TXN-10926,West,Apparel,19,376.57,1,2025-04-15
TXN-10927,West,Apparel,10,456.29,29,2025-04-03
TXN-10928,East,Books,5,255.46,13,2025-05-04
TXN-10929,West,Home & Kitchen,20,113.43,12,2025-05-07
TXN-10930,West,Fitness,18,276.55,11,2025-03-14
TXN-10931,North,Groceries,1,303.00,4,2025-03-24
TXN-10932,North,Apparel,2,177.11,27,2025-03-16
TXN-10933,North,Fitness,20,297.00,4,2025-04-28
TXN-10934,North,Groceries,11,376.31,24,2025-05-07
TXN-10935,West,Books,11,383.91,4,2025-05-03
TXN-10936,West,Fitness,4,205.78,22,2025-05-01
TXN-10937,West,Groceries,16,423.06,26,2025-03-17
TXN-10938,East,Books,12,116.11,14,2025-05-16
TXN-10939,South,Books,19,29.26,26,2025-03-05
TXN-10940,East,Books,19,222.49,3,2025-05-03
TXN-10941,West,Books,14,239.98,26,2025-03-28
TXN-10942,North,Groceries,6,136.44,9,2025-04-08
TXN-10943,East,Home & Kitchen,6,216.19,0,2025-04-11
TXN-10944,West,Fitness,14,191.33,24,2025-05-22
TXN-10945,North,Books,10,201.66,23,2025-03-21
TXN-10946,West,Books,5,88.47,2,2025-03-31
TXN-10947,West,Groceries,4,256.21,7,2025-03-06
TXN-10948,East,Apparel,20,92.27,12,2025-05-12
